Age.Group,Ethnicity,Gender,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013
74,Total,Male,7870,7520,7550,8700,9130,9320,9370,9640,10030,10260,10470,10690,10670,10890,11100,10780,10550,10780,11110,11330,11840,12440,12890
75,Total,Male,7390,7470,7100,7140,8250,8640,8870,8930,9220,9600,9830,10030,10280,10280,10500,10730,10460,10230,10440,10770,11030,11540,12100
76,Total,Male,6870,6960,7030,6690,6750,7770,8180,8400,8460,8770,9170,9400,9600,9850,9910,10110,10350,10100,9890,10100,10430,10690,11180
77,Total,Male,6540,6450,6500,6590,6270,6310,7330,7750,7940,7980,8330,8740,8950,9150,9420,9500,9690,9950,9730,9530,9730,10050,10340
78,Total,Male,5850,6090,6000,6060,6150,5850,5920,6910,7280,7470,7510,7870,8270,8470,8710,9000,9080,9260,9520,9360,9120,9340,9660
79,Total,Male,5190,5390,5600,5550,5610,5690,5450,5540,6430,6820,6980,7060,7420,7800,7990,8250,8540,8640,8790,9090,8950,8700,8950
80,Total,Male,4530,4730,4920,5120,5080,5160,5250,5010,5120,5950,6360,6500,6590,6930,7310,7520,7770,8020,8160,8340,8660,8510,8270
81,Total,Male,3930,4110,4290,4500,4660,4630,4700,4780,4580,4740,5480,5890,6010,6110,6440,6830,7040,7270,7530,7700,7880,8180,8050
82,Total,Male,3420,3510,3700,3900,4060,4220,4210,4260,4340,4150,4340,5030,5410,5510,5630,5970,6370,6540,6790,7030,7210,7410,7680
83,Total,Male,2940,3020,3100,3300,3530,3640,3780,3800,3840,3900,3740,3920,4580,4890,5030,5170,5530,5830,6040,6290,6510,6720,6900
84,Total,Male,2450,2560,2640,2720,2920,3140,3190,3360,3420,3430,3510,3330,3520,4090,4400,4570,4720,5060,5330,5530,5770,5980,6210
85,Total,Male,2050,2140,2210,2280,2360,2540,2730,2790,2980,3030,3040,3110,2950,3100,3660,3930,4100,4260,4580,4830,5010,5250,5440
86,Total,Male,1630,1770,1860,1880,1950,2030,2170,2340,2420,2600,2650,2640,2740,2580,2710,3250,3520,3640,3820,4120,4350,4520,4730
87,Total,Male,1320,1360,1480,1580,1580,1630,1730,1860,2000,2070,2240,2260,2290,2380,2250,2360,2830,3080,3220,3390,3670,3880,4010
88,Total,Male,1070,1100,1120,1230,1310,1330,1360,1460,1570,1680,1750,1880,1910,1960,2020,1930,2030,2480,2700,2820,2970,3190,3380
89,Total,Male,850,880,920,930,1040,1080,1090,1130,1220,1310,1390,1440,1540,1590,1660,1710,1640,1720,2120,2330,2430,2530,2720
90+,Total,Male,2140,2360,2450,2710,2770,2860,3050,3240,3390,3470,3740,3960,4130,4500,4680,4970,5270,5570,5810,6430,7110,7710,8340
All ages,Total,Male,1719500,1739400,1760100,1784600,1812100,1841800,1864300,1878100,1886000,1895000,1906300,1937800,1975600,2004400,2026200,2049500,2072000,2093300,2118600,2145900,2165900,2181500,2203200
0,Total,Female,29520,28700,28230,27970,28050,27700,27810,27900,27060,27620,27400,27000,27230,28180,28260,28910,30090,31180,30550,31050,30330,29630,29310
1,Total,Female,29040,29480,28710,28350,28130,28220,27780,27830,27830,26970,27510,27550,27050,27130,27960,28100,28810,30050,31160,30520,30940,30150,29560
2,Total,Female,28100,29060,29540,28870,28570,28380,28380,27820,27790,27730,26880,27770,27850,27240,27220,28070,28120,28790,30090,31190,30440,30760,30090
3,Total,Female,27430,28130,29130,29690,29110,28850,28560,28450,27760,27730,27680,27130,28140,28080,27330,27330,28130,28110,28830,30170,31100,30280,30700
4,Total,Female,26090,27470,28220,29320,29940,29370,29060,28650,28420,27710,27670,27890,27480,28430,28240,27430,27400,28130,28170,28910,30110,30940,30170
5,Total,Female,26090,26120,27570,28400,29590,30230,29590,29140,28630,28380,27680,27910,28180,27770,28610,28440,27530,27420,28200,28250,28900,29990,30870
6,Total,Female,25590,26120,26190,27730,28660,29910,30500,29660,29110,28590,28330,28030,28210,28360,27930,28830,28500,27540,27430,28270,28220,28760,29900
7,Total,Female,25190,25610,26190,26340,27970,28950,30160,30630,29650,29050,28550,28680,28460,28410,28440,28120,28900,28470,27520,27440,28230,28070,28650
8,Total,Female,24840,25220,25690,26360,26600,28280,29180,30280,30670,29610,29010,28890,29090,28800,28500,28550,28210,28920,28470,27530,27390,28110,27990
9,Total,Female,24870,24870,25300,25860,26590,26910,28530,29310,30300,30700,29580,29350,29290,29410,29050,28670,28620,28210,28950,28500,27490,27240,28030
10,Total,Female,25520,24920,24980,25490,26090,26860,27210,28670,29320,30340,30740,29910,29810,29590,29640,29360,28760,28610,28210,28990,28450,27350,27180
11,Total,Female,25390,25580,25030,25180,25760,26390,27120,27400,28690,29330,30390,31040,30350,30160,29800,29900,29430,28740,28580,28230,28950,28330,27270
12,Total,Female,25380,25440,25710,25230,25450,26060,26640,27240,27510,28740,29390,30690,31390,30620,30400,30050,29970,29420,28730,28610,28180,28840,28240
13,Total,Female,25020,25450,25570,25910,25500,25750,26280,26770,27290,27620,28840,29650,31030,31620,30780,30660,30120,29960,29440,28780,28560,28040,28740
14,Total,Female,26190,25090,25590,25810,26200,25820,26030,26400,26830,27370,27780,29120,29990,31280,31760,31030,30750,30150,29990,29540,28770,28470,27970
15,Total,Female,26540,26300,25270,25840,26120,26540,26160,26210,26500,26990,27510,28170,29530,30290,31490,31990,31200,30850,30260,30200,29650,28820,28530
16,Total,Female,27830,26670,26520,25550,26190,26500,26890,26430,26440,26840,27290,28120,28730,29970,30630,31890,32280,31430,31120,30600,30450,29810,29000
17,Total,Female,28920,27900,26800,26720,25830,26510,26790,27040,26600,26770,27220,28020,28840,29160,30200,30900,32130,32460,31670,31410,30780,30530,29920
18,Total,Female,29800,28930,27960,26890,26860,25990,26660,26770,27010,26760,27220,28120,28850,29240,29190,30210,30910,32130,32550,31800,31410,30720,30580
19,Total,Female,30900,29700,28960,28010,26960,26950,26090,26600,26660,27000,27160,28210,29070,29270,29410,29300,30280,30980,32330,32910,31950,31490,30900
20,Total,Female,30870,30640,29590,28870,28020,26990,26920,26050,26480,26570,27180,27880,29110,29470,29530,29680,29430,30440,31300,32840,33260,32040,31700
21,Total,Female,29740,30420,30260,29240,28630,27800,26720,26580,25740,26130,26440,27470,28410,29350,29480,29620,29630,29390,30620,31610,32940,33090,31990
22,Total,Female,28850,29230,29920,29760,28780,28180,27350,26100,25870,25120,25650,26530,27670,28390,29130,29340,29370,29350,29350,30740,31460,32540,32870
23,Total,Female,28080,28490,28870,29530,29350,28340,27720,26700,25300,25020,24530,25710,26750,27540,28110,28950,29060,29080,29290,29470,30620,31180,32410
24,Total,Female,27600,27880,28380,28720,29280,29130,27990,27170,26070,24590,24350,24640,26000,26730,27310,27940,28780,28870,29140,29450,29460,30490,31290
25,Total,Female,27030,27560,27880,28440,28670,29300,28980,27680,26740,25550,24120,24550,25000,26190,26690,27280,27950,28710,29050,29420,29550,29500,30790
26,Total,Female,27620,27150,27710,28110,28670,28950,29500,28890,27550,26570,25340,24450,25060,25370,26350,26880,27430,28010,28960,29440,29500,29720,29920
27,Total,Female,29090,27780,27420,28090,28530,29220,29360,29660,28870,27630,26550,25800,25130,25630,25740,26730,27140,27620,28380,29390,29610,29730,30150
28,Total,Female,30270,29290,28060,27840,28620,29150,29820,29670,29850,29080,27870,27130,26620,25870,26170,26280,27080,27460,28060,28840,29680,29890,30230
29,Total,Female,30610,30470,29560,28510,28410,29310,29790,30220,29900,30140,29440,28600,28060,27450,26540,26760,26740,27450,27930,28530,29190,29980,30390
30,Total,Female,30430,30780,30690,29990,29110,29200,30000,30190,30460,30150,30480,30270,29650,28930,28140,27210,27220,27120,27940,28430,28890,29520,30470
31,Total,Female,29390,30560,30990,31060,30520,29780,29800,30320,30340,30610,30310,31140,31240,30460,29520,28690,27590,27480,27520,28300,28690,29140,29920
32,Total,Female,29020,29460,30730,31300,31510,31090,30260,30020,30380,30370,30660,30760,31850,31850,30900,29920,28940,27740,27680,27700,28370,28750,29350
33,Total,Female,27960,29090,29620,31000,31700,32110,31520,30500,30110,30440,30390,31070,31420,32370,32250,31320,30130,29040,27850,27790,27740,28330,28830
34,Total,Female,27500,28020,29210,29880,31380,32240,32510,31700,30600,30190,30490,30810,31770,31980,32770,32690,31490,30240,29150,27980,27810,27740,28400
35,Total,Female,27020,27530,28140,29460,30270,31860,32590,32670,31750,30710,30270,30890,31440,32280,32390,33200,32870,31580,30370,29270,27990,27740,27830
36,Total,Female,26390,27060,27650,28360,29800,30690,32180,32750,32750,31820,30830,30670,31390,31860,32610,32770,33380,32950,31690,30440,29250,27930,27780
37,Total,Female,25840,26430,27210,27880,28690,30170,31010,32370,32790,32780,31850,31220,31170,31740,32150,32940,32880,33440,33020,31750,30350,29180,27970
38,Total,Female,25140,25880,26560,27450,28210,29050,30440,31170,32430,32790,32800,32240,31730,31550,31950,32390,33020,32880,33480,33060,31700,30250,29180
39,Total,Female,24740,25180,26010,26790,27760,28570,29310,30550,31200,32440,32770,33210,32750,32060,31770,32130,32450,33030,32900,33520,32990,31620,30230
40,Total,Female,24510,24790,25300,26230,27070,28110,28800,29450,30550,31200,32440,33080,33700,33100,32270,32050,32180,32460,33040,32930,33450,32880,31600
41,Total,Female,24550,24540,24880,25470,26480,27400,28320,28860,29450,30500,31180,32700,33480,34060,33280,32550,32140,32170,32430,33020,32850,33320,32810
42,Total,Female,24360,24570,24610,25050,25710,26720,27560,28370,28840,29400,30440,31420,33040,33750,34260,33510,32610,32120,32130,32400,32920,32700,33250
43,Total,Female,24720,24370,24630,24770,25240,25930,26810,27610,28340,28780,29360,30630,31700,33280,33900,34480,33520,32560,32080,32110,32280,32760,32610
44,Total,Female,24470,24710,24420,24760,24940,25420,26060,26800,27550,28270,28720,29540,30870,31880,33370,34060,34480,33420,32490,32050,31990,32140,32640
45,Total,Female,21440,24460,24730,24530,24940,25080,25540,26060,26710,27460,28180,28910,29780,31030,31970,33460,34030,34360,33320,32430,31940,31820,32020
46,Total,Female,20160,21400,24450,24780,24620,25060,25160,25520,25980,26590,27330,28320,29130,29930,31110,32060,33430,33910,34240,33240,32300,31760,31670
47,Total,Female,18850,20100,21380,24460,24840,24700,25130,25140,25460,25830,26450,27420,28480,29260,29980,31150,31980,33290,33800,34150,33100,32100,31600
48,Total,Female,17910,18810,20090,21400,24500,24900,24730,25100,25060,25340,25710,26500,27550,28590,29310,30040,31060,31840,33160,33690,33990,32860,31940
49,Total,Female,19140,17860,18780,20090,21390,24520,24920,24690,25020,24970,25220,25730,26590,27640,28620,29360,29930,30940,31730,33050,33510,33760,32680
50,Total,Female,19010,19080,17810,18770,20060,21360,24530,24860,24600,24930,24860,25210,25790,26640,27640,28610,29240,29800,30810,31620,32880,33290,33600
51,Total,Female,17740,18950,19020,17780,18730,20010,21370,24510,24770,24520,24810,24870,25250,25830,26660,27600,28480,29090,29650,30710,31450,32670,33100
52,Total,Female,16570,17680,18900,18960,17730,18690,20000,21330,24440,24660,24400,24810,24940,25240,25790,26630,27460,28330,28940,29580,30540,31230,32490
53,Total,Female,15740,16520,17640,18840,18900,17690,18700,19980,21300,24390,24570,24360,24830,24940,25190,25760,26500,27320,28210,28870,29440,30380,31080
54,Total,Female,15370,15690,16440,17560,18780,18850,17660,18690,19940,21240,24330,24540,24360,24810,24910,25160,25640,26370,27200,28140,28750,29300,30250
55,Total,Female,14740,15310,15620,16360,17480,18730,18840,17620,18660,19870,21190,24330,24520,24320,24790,24900,25060,25540,26270,27140,28020,28640,29180
56,Total,Female,14090,14670,15250,15550,16280,17400,18700,18830,17550,18610,19830,21200,24330,24490,24290,24770,24820,24930,25460,26210,27040,27930,28550
57,Total,Female,14240,14010,14610,15180,15490,16210,17370,18690,18790,17470,18580,19810,21230,24360,24490,24250,24680,24710,24830,25420,26120,26970,27850
58,Total,Female,14320,14140,13930,14520,15120,15430,16200,17350,18650,18730,17410,18550,19810,21230,24340,24460,24170,24550,24600,24770,25340,26050,26910
59,Total,Female,14340,14220,14030,13850,14440,15030,15390,16210,17320,18600,18680,17380,18530,19770,21210,24320,24380,24050,24460,24530,24720,25290,25970
60,Total,Female,14940,14250,14130,13930,13750,14350,14960,15380,16200,17260,18550,18640,17350,18500,19740,21200,24250,24320,23940,24370,24480,24660,25240
61,Total,Female,14820,14820,14150,14030,13820,13660,14320,14940,15360,16150,17220,18490,18620,17320,18460,19720,21130,24170,24240,23870,24310,24410,24600
62,Total,Female,14580,14680,14700,14030,13930,13700,13620,14310,14890,15300,16110,17170,18450,18590,17270,18440,19640,21040,24070,24160,23790,24250,24350
63,Total,Female,14410,14440,14540,14550,13900,13810,13610,13590,14280,14840,15250,16050,17120,18400,18540,17250,18350,19540,20940,23980,24070,23720,24200
64,Total,Female,14270,14260,14300,14380,14400,13740,13720,13530,13550,14240,14780,15190,15980,17050,18340,18510,17170,18270,19470,20870,23890,23990,23660
65,Total,Female,14200,14080,14090,14130,14210,14220,13630,13620,13450,13490,14200,14710,15110,15890,16990,18290,18410,17080,18190,19400,20790,23790,23900
66,Total,Female,14140,14000,13900,13910,13960,14010,14080,13500,13500,13330,13440,14080,14630,15010,15800,16920,18170,18290,16980,18090,19280,20670,23670
67,Total,Female,13670,13950,13790,13700,13720,13760,13820,13920,13360,13380,13230,13300,13930,14510,14930,15720,16800,18010,18180,16860,17950,19130,20530
68,Total,Female,13480,13460,13750,13590,13510,13510,13540,13650,13770,13210,13250,13090,13140,13770,14380,14820,15570,16650,17860,18030,16710,17780,19010
69,Total,Female,13540,13230,13220,13540,13400,13280,13300,13320,13450,13580,13050,13080,12930,12980,13610,14250,14670,15420,16480,17710,17870,16550,17620
70,Total,Female,13150,13260,12960,12990,13300,13160,13040,13060,13090,13240,13390,12880,12910,12760,12840,13450,14070,14500,15240,16300,17520,17670,16380
71,Total,Female,12590,12870,13010,12700,12730,13030,12890,12800,12780,12840,13060,13180,12680,12690,12600,12670,13280,13900,14330,15070,16080,17320,17470
72,Total,Female,10710,12300,12590,12720,12410,12440,12770,12620,12520,12530,12610,12820,12950,12450,12490,12420,12490,13090,13700,14160,14880,15870,17110
73,Total,Female,10660,10430,11990,12280,12410,12080,12160,12470,12350,12260,12280,12330,12580,12690,12230,12270,12200,12270,12890,13490,13970,14680,15680
74,Total,Female,10730,10370,10120,11650,11940,12070,11760,11860,12150,12060,11970,12010,12040,12320,12420,11990,12030,11940,12020,12650,13270,13740,14450
75,Total,Female,10130,10400,10040,9800,11300,11580,11710,11430,11530,11850,11730,11670,11730,11770,12040,12150,11710,11780,11700,11790,12400,13020,13500
76,Total,Female,9930,9780,10050,9710,9470,10950,11230,11350,11060,11210,11540,11400,11350,11410,11470,11760,11870,11460,11540,11480,11550,12130,12760
77,Total,Female,9390,9570,9410,9700,9350,9110,10590,10890,10970,10710,10890,11170,11060,11030,11070,11140,11460,11560,11170,11270,11230,11260,11840
78,Total,Female,8830,9000,9170,9020,9340,8980,8750,10200,10500,10590,10330,10500,10780,10700,10690,10710,10820,11140,11240,10880,10980,10940,10960
79,Total,Female,8060,8430,8600,8760,8630,8930,8580,8370,9790,10080,10160,9910,10110,10400,10310,10300,10340,10480,10790,10930,10560,10680,10620
80,Total,Female,7160,7650,7970,8130,8330,8200,8470,8170,7990,9370,9650,9700,9480,9720,9960,9900,9920,9960,10100,10400,10550,10180,10320
81,Total,Female,6700,6720,7200,7520,7690,7890,7760,8000,7750,7580,8910,9180,9230,9040,9290,9510,9520,9530,9560,9700,9990,10130,9820
82,Total,Female,6240,6260,6290,6750,7040,7200,7390,7340,7530,7290,7160,8400,8670,8710,8540,8810,9040,9080,9090,9130,9260,9550,9720
83,Total,Female,5350,5770,5800,5850,6260,6520,6710,6900,6870,7050,6820,6720,7910,8150,8190,8030,8340,8540,8590,8600,8660,8800,9080
84,Total,Female,4660,4900,5310,5350,5390,5750,6010,6210,6420,6410,6560,6320,6260,7350,7600,7650,7530,7820,8030,8080,8090,8130,8330
85,Total,Female,4190,4230,4460,4850,4880,4900,5270,5510,5700,5910,5900,6000,5790,5750,6770,7030,7090,7010,7290,7500,7520,7560,7580
86,Total,Female,3550,3750,3800,3990,4370,4390,4460,4830,4990,5190,5400,5360,5440,5260,5220,6170,6470,6510,6460,6730,6940,6920,6980
87,Total,Female,3030,3140,3330,3380,3560,3900,3940,3990,4360,4500,4670,4830,4810,4880,4750,4720,5600,5840,5910,5890,6140,6320,6350
88,Total,Female,2490,2650,2760,2930,2980,3130,3440,3490,3520,3870,4000,4100,4270,4270,4320,4250,4230,5010,5270,5330,5300,5540,5720
89,Total,Female,2060,2150,2300,2400,2540,2570,2700,2980,3070,3070,3410,3510,3580,3720,3730,3780,3750,3750,4420,4660,4730,4700,4940
90+,Total,Female,6930,7260,7630,8020,8360,8740,9090,9640,10320,10800,11340,12010,12410,12980,13490,13930,14370,14650,15030,15990,16860,17570,18310
All ages,Total,Female,1776300,1793600,1813500,1837000,1863700,1892100,1918300,1937700,1951300,1965100,1980700,2013400,2052000,2084300,2109800,2137400,2158800,2177800,2199500,2224300,2241600,2254200,2271800
